time,company,approved,requests,approved_number,country
2014H2,google,1,1,1,Ireland
2014H2,google,0,17,0,Ireland
2014H2,google,0.5,6,3,Ireland
2014H2,google,0,1,0,Albania
2014H2,google,0,8,0,Peru
2014H2,google,0,1,0,Bosnia & Herzegovina
2014H2,google,0.5,4,2,Japan
2014H2,google,0,56,0,Japan
2014H2,google,0.82,127,104,Japan
2014H2,google,0.5,4,2,France
2014H2,google,0,6,0,France
2014H2,google,0.57,3069,1749,France
2014H2,google,1,1,1,Spain
2014H2,google,0,3,0,Spain
2014H2,google,0.53,697,369,Spain
2014H2,google,0,2,0,Croatia
2014H2,google,0,1,0,Kazakhstan
2014H2,google,1,1,1,New Zealand
2014H2,google,0,2,0,New Zealand
2014H2,google,0.7,40,28,New Zealand
2014H2,google,0,1,0,Tonga
2014H2,google,0.5,2,1,Germany
2014H2,google,0,25,0,Germany
2014H2,google,0.53,3112,1649,Germany
2014H2,google,0,1,0,Moldova
2014H2,google,1,1,1,Australia
2014H2,google,0,94,0,Australia
2014H2,google,0.66,958,632,Australia
2014H2,google,0.43,367,157,Hong Kong
2014H2,google,0,4,0,Czechia
2014H2,google,0.5,117,58,Czechia
2014H2,google,0,24,0,Brazil
2014H2,google,0.52,784,407,Brazil
2014H2,google,0,4,0,Norway
2014H2,google,0.48,48,23,Norway
2014H2,google,0,1,0,Denmark
2014H2,google,0,1,0,Denmark
2014H2,google,0.55,66,36,Denmark
2014H2,google,0,1,0,Vietnam
2014H2,google,0,1,0,Kenya
2014H2,google,0,4,0,Kenya
2014H2,google,0.94,190,178,United Kingdom
2014H2,google,0,70,0,United Kingdom
2014H2,google,0.73,1890,1379,United Kingdom
2014H2,google,0.42,12,5,India
2014H2,google,0,19,0,India
2014H2,google,0.61,3100,1891,India
2014H2,google,0,1,0,Netherlands
2014H2,google,0,5,0,Netherlands
2014H2,google,0.81,139,112,Netherlands
2014H2,google,0,1,0,Philippines
2014H2,google,0,1,0,Philippines
2014H2,google,0.8,171,136,United States
2014H2,google,0.75,758,568,United States
2014H2,google,0,4290,0,United States
2014H2,google,0.83,3127,2595,United States
2014H2,google,0.95,165,156,United States
2014H2,google,0.76,5755,4373,United States
2014H2,google,0.8,5,4,United States
2014H2,google,0.4,10,4,Poland
2014H2,google,0,2,0,Poland
2014H2,google,0.31,445,137,Poland
2014H2,google,0.38,325,123,South Korea
2014H2,google,0,1,0,Egypt
2014H2,google,0.4,5,2,Italy
2014H2,google,0,14,0,Italy
2014H2,google,0.45,909,409,Italy
2014H2,google,0,1,0,Armenia
2014H2,google,0,1,0,Ecuador
2014H2,google,0,1,0,Ukraine
2014H2,google,0,2,0,Ukraine
2014H2,google,0,1,0,Pakistan
2014H2,google,0,3,0,Sweden
2014H2,google,0.41,22,9,Sweden
2014H2,google,0,1,0,China
2014H2,google,0,0,0,Latvia
2014H2,google,0,7,0,Portugal
2014H2,google,0.54,309,166,Portugal
2014H2,google,0.13,24,3,Austria
2014H2,google,0.5,4,2,Mexico
2014H2,google,0.49,152,74,Mexico
2015H1,google,0,1,0,Nigeria
2015H1,google,0.83,18,14,Canada
2015H1,google,0,35,0,Canada
2015H1,google,0.35,23,8,Canada
2015H1,google,0,1,0,Chile
2015H1,google,0.54,192,103,Chile
2015H1,google,0.29,17,4,Colombia
2015H1,google,0,6,0,Colombia
2015H1,google,0,16,0,Colombia
2015H1,google,0,1,0,United Nations
2015H1,google,1,3,3,Singapore
2015H1,google,0,1,0,Singapore
2015H1,google,0.77,1405,1081,Singapore
2015H1,google,0.54,112,60,Malta
2015H1,google,0,2,0,Macau
2015H1,google,0,1,0,South Africa
2015H1,google,0,3,0,Macedonia (FYROM)
2015H1,google,0,4,0,Macedonia (FYROM)
2015H1,google,0,1,0,Turkey
2015H1,google,0,425,0,Turkey
2015H1,google,0,3,0,Costa Rica
2015H1,google,0,1,0,Costa Rica
2015H1,google,0.57,14,7,Greece
2015H1,google,0,4,0,Greece
2015H1,google,0.6,25,15,Greece
2015H1,google,0,50,0,Hungary
2015H1,google,0,8,0,Thailand
2015H1,google,0,1,0,Lithuania
2015H1,google,0.59,32,18,Lithuania
2015H1,google,0.5,2,1,Malaysia
2015H1,google,0,3,0,Malaysia
2015H1,google,0,1,0,Seychelles
2015H1,google,0,1,0,Cyprus
2015H1,google,1,2,2,Belgium
2015H1,google,0,8,0,Belgium
2015H1,google,0.71,241,171,Belgium
2015H1,google,0.05,207,10,Russia
2015H1,google,0.23,47,10,Slovakia
2015H1,google,0,1,0,Azerbaijan
2015H1,google,0,1,0,Brunei
2015H1,google,0,1,0,Kosovo
2015H1,google,0,4,0,Luxembourg
2015H1,google,0.91,11,10,Estonia
2015H1,google,1,1,1,Argentina
2015H1,google,0.5,243,121,Argentina
2015H1,google,0,6,0,Finland
2015H1,google,0.7,27,18,Finland
2015H1,google,0.5,2,1,Serbia
2015H1,google,0,1,0,Serbia
2015H1,google,0.56,25,14,Romania
2015H1,google,0,1,0,Switzerland
2015H1,google,0,2,0,Switzerland
2015H1,google,0.54,136,73,Switzerland
2015H1,google,0,1,0,Slovenia
2015H1,google,0.67,3,2,Slovenia
2015H1,google,0,1,0,Taiwan
2015H1,google,0.42,181,76,Taiwan
2015H1,google,0,1,0,Israel
2015H1,google,0.61,145,88,Israel
2015H1,google,0,2,0,Ireland
2015H1,google,0,20,0,Ireland
2015H1,google,0.17,12,2,Ireland
2015H1,google,0,3,0,Bulgaria
2015H1,google,0,2,0,Bosnia & Herzegovina
2015H1,google,0.7,20,14,Japan
2015H1,google,0,53,0,Japan
2015H1,google,0.83,134,111,Japan
2015H1,google,0.57,7,3,France
2015H1,google,0,6,0,France
2015H1,google,0.56,3482,1949,France
2015H1,google,0,3,0,Spain
2015H1,google,0.51,715,364,Spain
2015H1,google,0,1,0,Kazakhstan
2015H1,google,0.25,4,1,New Zealand
2015H1,google,0,2,0,New Zealand
2015H1,google,0.69,36,24,New Zealand
2015H1,google,0.56,9,5,Germany
2015H1,google,0,24,0,Germany
2015H1,google,0.58,3894,2258,Germany
2015H1,google,1,1,1,Moldova
2015H1,google,0,3,0,Moldova
2015H1,google,0.67,6,4,Australia
2015H1,google,0,104,0,Australia
2015H1,google,0.7,1074,751,Australia
2015H1,google,0.35,246,86,Hong Kong
2015H1,google,0,1,0,Czechia
2015H1,google,0,6,0,Czechia
2015H1,google,0.53,133,70,Czechia
2015H1,google,0,10,0,Brazil
2015H1,google,0.57,774,441,Brazil
2015H1,google,0,2,0,Norway
2015H1,google,0.66,35,23,Norway
2015H1,google,0,1,0,Denmark
2015H1,google,0.55,55,30,Denmark
2015H1,google,0,1,0,Kenya
2015H1,google,0,2,0,Kenya
2015H1,google,0.92,302,277,United Kingdom
2015H1,google,0,67,0,United Kingdom
2015H1,google,0.73,2844,2076,United Kingdom
2015H1,google,0.17,6,1,India
2015H1,google,0,19,0,India
2015H1,google,0.44,3081,1355,India
2015H1,google,1,1,1,Maldives
2015H1,google,0,3,0,Maldives
2015H1,google,0.67,6,4,Netherlands
2015H1,google,0,6,0,Netherlands
2015H1,google,0.74,156,115,Netherlands
2015H1,google,0.69,236,162,United States
2015H1,google,0.78,929,724,United States
2015H1,google,0,5052,0,United States
2015H1,google,0.85,3588,3049,United States
2015H1,google,0.88,212,186,United States
2015H1,google,0.74,7032,5203,United States
2015H1,google,1,5,5,United States
2015H1,google,0.63,8,5,Poland
2015H1,google,0,1,0,Poland
2015H1,google,0.24,621,149,Poland
2015H1,google,0.29,7,2,South Korea
2015H1,google,0.36,299,107,South Korea
2015H1,google,0,2,0,Indonesia
2015H1,google,0,2,0,Italy
2015H1,google,0,10,0,Italy
2015H1,google,0.43,956,411,Italy
2015H1,google,0,1,0,Nepal
2015H1,google,0.5,2,1,Pakistan
2015H1,google,0,1,0,Pakistan
2015H1,google,0,2,0,Pakistan
2015H1,google,0.33,3,0,Sweden
2015H1,google,0,4,0,Sweden
2015H1,google,0.36,28,10,Sweden
2015H1,google,0,0,0,Latvia
2015H1,google,0,13,0,Portugal
2015H1,google,0.54,550,297,Portugal
2015H1,google,0,1,0,Austria
2015H1,google,0.21,33,6,Austria
2015H1,google,0,2,0,Mexico
2015H1,google,0.45,162,72,Mexico
2015H2,google,0.69,29,20,Canada
2015H2,google,0,51,0,Canada
2015H2,google,0.35,31,10,Canada
2015H2,google,0.46,183,84,Chile
2015H2,google,0.13,8,1,Colombia
2015H2,google,0,4,0,Colombia
2015H2,google,0,24,0,Colombia
2015H2,google,0,2,0,Vatican City
2015H2,google,0.75,4,3,Singapore
2015H2,google,0.66,1377,908,Singapore
2015H2,google,0.71,80,56,Malta
2015H2,google,0,1,0,Macau
2015H2,google,0,333,0,Turkey
2015H2,google,0,6,0,Costa Rica
2015H2,google,0,1,0,Costa Rica
2015H2,google,0.44,9,3,Greece
2015H2,google,0,1,0,Greece
2015H2,google,0.38,21,7,Greece
2015H2,google,0,53,0,Hungary
2015H2,google,0,1,0,Thailand
2015H2,google,0,10,0,Thailand
2015H2,google,0.67,3,2,Lithuania
2015H2,google,0,3,0,Lithuania
2015H2,google,0.6,43,25,Lithuania
2015H2,google,0,1,0,Malaysia
2015H2,google,0,4,0,Malaysia
2015H2,google,0.5,6,3,Belgium
2015H2,google,0,7,0,Belgium
2015H2,google,0.73,262,191,Belgium
2015H2,google,0,1,0,Bermuda
2015H2,google,0.07,257,17,Russia
2015H2,google,0.17,30,5,Slovakia
2015H2,google,0,2,0,Kosovo
2015H2,google,1,1,1,Luxembourg
2015H2,google,0,2,0,Luxembourg
2015H2,google,0,3,0,Monaco
2015H2,google,0,1,0,Estonia
2015H2,google,0,1,0,Estonia
2015H2,google,0.65,26,16,Estonia
2015H2,google,0.59,436,257,Argentina
2015H2,google,0,1,0,Finland
2015H2,google,0,3,0,Finland
2015H2,google,0.75,51,38,Finland
2015H2,google,0,1,0,Serbia
2015H2,google,0,1,0,Serbia
2015H2,google,0.5,2,1,Guernsey
2015H2,google,0.57,14,7,Romania
2015H2,google,0,1,0,Slovenia
2015H2,google,1,8,8,Slovenia
2015H2,google,0,7,0,Switzerland
2015H2,google,0.13,69,8,Switzerland
2015H2,google,0.67,3,2,Taiwan
2015H2,google,0.49,138,67,Taiwan
2015H2,google,1,4,4,Bangladesh
2015H2,google,0,3,0,Bangladesh
2015H2,google,0.12,17,2,Israel
2015H2,google,0,1,0,Israel
2015H2,google,0.61,105,64,Israel
2015H2,google,0,1,0,Ireland
2015H2,google,0,23,0,Ireland
2015H2,google,0.43,14,6,Ireland
2015H2,google,0,2,0,Bulgaria
2015H2,google,0,2,0,Peru
2015H2,google,1,1,1,Bosnia & Herzegovina
2015H2,google,0.69,13,8,Japan
2015H2,google,0,42,0,Japan
2015H2,google,0.87,150,130,Japan
2015H2,google,0.29,14,4,France
2015H2,google,0,5,0,France
2015H2,google,0.59,4160,2454,France
2015H2,google,0.5,2,1,Spain
2015H2,google,0,1,0,Spain
2015H2,google,0.52,597,310,Spain
2015H2,google,0,1,0,Jordan
2015H2,google,0,2,0,Kazakhstan
2015H2,google,0,5,0,New Zealand
2015H2,google,0.61,23,14,New Zealand
2015H2,google,0.62,26,16,Germany
2015H2,google,0,12,0,Germany
2015H2,google,0.57,7465,4255,Germany
2015H2,google,1,1,1,Moldova
2015H2,google,0.25,8,2,Australia
2015H2,google,0,76,0,Australia
2015H2,google,0.7,1250,875,Australia
2015H2,google,0.67,3,2,Hong Kong
2015H2,google,0.42,135,56,Hong Kong
2015H2,google,1,2,2,Czechia
2015H2,google,0,2,0,Czechia
2015H2,google,0.57,126,71,Czechia
2015H2,google,0,1,0,Bhutan
2015H2,google,0,26,0,Brazil
2015H2,google,0.57,912,519,Brazil
2015H2,google,0,1,0,Norway
2015H2,google,0.61,70,42,Norway
2015H2,google,1,1,1,Denmark
2015H2,google,0,4,0,Denmark
2015H2,google,0.3,56,16,Denmark
2015H2,google,0,1,0,Vietnam
2015H2,google,0,1,0,Kenya
2015H2,google,0.95,224,212,United Kingdom
2015H2,google,0,67,0,United Kingdom
2015H2,google,0.7,3273,2291,United Kingdom
2015H2,google,0,2,0,Ghana
2015H2,google,0,5,0,India
2015H2,google,0,8,0,India
2015H2,google,0.49,3260,1597,India
2015H2,google,1,2,2,Maldives
2015H2,google,0,2,0,Maldives
2015H2,google,0,2,0,Netherlands
2015H2,google,0,18,0,Netherlands
2015H2,google,0.69,208,143,Netherlands
2015H2,google,0.74,250,185,United States
2015H2,google,0.72,1056,760,United States
2015H2,google,0,5139,0,United States
2015H2,google,0.85,3716,3158,United States
2015H2,google,0.92,241,221,United States
2015H2,google,0.76,7250,5510,United States
2015H2,google,1,10,10,United States
2015H2,google,0.75,8,6,Poland
2015H2,google,0.34,480,163,Poland
2015H2,google,1,2,2,South Korea
2015H2,google,0.39,254,99,South Korea
2015H2,google,0,4,0,Indonesia
2015H2,google,0,1,0,Uruguay
2015H2,google,0,6,0,Italy
2015H2,google,0.41,897,367,Italy
2015H2,google,0,2,0,Nepal
2015H2,google,0,1,0,Ecuador
2015H2,google,0,1,0,Isle of Man
2015H2,google,0.5,2,1,United Arab Emirates
2015H2,google,0,3,0,Ukraine
2015H2,google,0,1,0,Pakistan
2015H2,google,1,1,1,Sweden
2015H2,google,0,2,0,Sweden
2015H2,google,0.57,42,23,Sweden
2015H2,google,0,0,0,Latvia
2015H2,google,0,12,0,Portugal
2015H2,google,0.58,587,340,Portugal
2015H2,google,0.37,30,11,Austria
2015H2,google,0,1,0,Dominican Republic
2015H2,google,0,1,0,Dominican Republic
2015H2,google,0.33,3,0,Mexico
2015H2,google,0.54,156,84,Mexico
2015H2,google,0,1,0,Sri Lanka
2016H1,google,0,1,0,Algeria
2016H1,google,0.73,52,37,Canada
2016H1,google,0,61,0,Canada
2016H1,google,0.23,22,5,Canada
2016H1,google,0.42,257,107,Chile
2016H1,google,0.18,11,1,Colombia
2016H1,google,0,4,0,Colombia
2016H1,google,0,27,0,Colombia
2016H1,google,1,3,3,Singapore
2016H1,google,0.66,1460,963,Singapore
2016H1,google,0.6,75,45,Malta
2016H1,google,0,2,0,Macau
2016H1,google,0,4,0,Georgia
2016H1,google,0.5,2,1,South Africa
2016H1,google,0,1,0,South Africa
2016H1,google,0,7,0,Macedonia (FYROM)
2016H1,google,1,2,2,Turkey
2016H1,google,0,2,0,Turkey
2016H1,google,0,388,0,Turkey
2016H1,google,0,14,0,Costa Rica
2016H1,google,0.64,14,8,Greece
2016H1,google,0,10,0,Greece
2016H1,google,0.36,33,11,Greece
2016H1,google,0,1,0,Hungary
2016H1,google,0,166,0,Hungary
2016H1,google,0,5,0,Thailand
2016H1,google,0.67,3,2,Lithuania
2016H1,google,0,4,0,Lithuania
2016H1,google,0.34,29,9,Lithuania
2016H1,google,0,2,0,Malaysia
2016H1,google,0,8,0,Saudi Arabia
2016H1,google,0.38,8,3,Belgium
2016H1,google,0,13,0,Belgium
2016H1,google,0.73,240,175,Belgium
2016H1,google,0.07,237,16,Russia
2016H1,google,0.11,38,4,Slovakia
2016H1,google,0,2,0,Luxembourg
2016H1,google,0,1,0,Monaco
2016H1,google,0,1,0,Estonia
2016H1,google,0.59,29,17,Estonia
2016H1,google,0,2,0,Argentina
2016H1,google,0.56,401,224,Argentina
2016H1,google,0,4,0,Finland
2016H1,google,0,3,0,Finland
2016H1,google,0.74,38,28,Finland
2016H1,google,0,2,0,Serbia
2016H1,google,0,1,0,Serbia
2016H1,google,0,1,0,Serbia
2016H1,google,0,1,0,Cayman Islands
2016H1,google,0.47,17,7,Romania
2016H1,google,0,3,0,Slovenia
2016H1,google,0.5,20,10,Slovenia
2016H1,google,1,5,5,Switzerland
2016H1,google,0,5,0,Switzerland
2016H1,google,0.34,68,23,Switzerland
2016H1,google,0.54,127,68,Taiwan
2016H1,google,0.5,2,1,Bangladesh
2016H1,google,0.52,42,21,Israel
2016H1,google,0.53,131,69,Israel
2016H1,google,0,31,0,Ireland
2016H1,google,0.16,19,3,Ireland
2016H1,google,0,1,0,Albania
2016H1,google,0,5,0,Bulgaria
2016H1,google,0,1,0,Peru
2016H1,google,0.29,14,4,Japan
2016H1,google,0,77,0,Japan
2016H1,google,0.69,196,135,Japan
2016H1,google,0.36,14,5,France
2016H1,google,0,3,0,France
2016H1,google,0.6,4286,2571,France
2016H1,google,1,1,1,Spain
2016H1,google,0,12,0,Spain
2016H1,google,0.47,775,364,Spain
2016H1,google,0,1,0,Kazakhstan
2016H1,google,1,1,1,New Zealand
2016H1,google,0,5,0,New Zealand
2016H1,google,0.59,34,20,New Zealand
2016H1,google,0,2,0,El Salvador
2016H1,google,0.52,21,10,Germany
2016H1,google,0,13,0,Germany
2016H1,google,0.59,8767,5172,Germany
2016H1,google,0,3,0,Moldova
2016H1,google,0.57,7,3,Australia
2016H1,google,0,78,0,Australia
2016H1,google,0.68,1233,838,Australia
2016H1,google,0,1,0,Mauritius
2016H1,google,0,1,0,Hong Kong
2016H1,google,0.54,162,87,Hong Kong
2016H1,google,1,4,4,Czechia
2016H1,google,0,9,0,Czechia
2016H1,google,0.58,165,95,Czechia
2016H1,google,1,1,1,Brazil
2016H1,google,0,24,0,Brazil
2016H1,google,0.59,873,515,Brazil
2016H1,google,0,8,0,Norway
2016H1,google,0.68,116,78,Norway
2016H1,google,1,1,1,Denmark
2016H1,google,0,3,0,Denmark
2016H1,google,0.11,57,6,Denmark
2016H1,google,0,1,0,Kenya
2016H1,google,0.83,258,214,United Kingdom
2016H1,google,0,71,0,United Kingdom
2016H1,google,0.69,3044,2100,United Kingdom
2016H1,google,0,1,0,Belarus
2016H1,google,0.36,14,5,India
2016H1,google,0,12,0,India
2016H1,google,0.55,3438,1890,India
2016H1,google,0,1,0,Maldives
2016H1,google,0.67,6,4,Netherlands
2016H1,google,0,21,0,Netherlands
2016H1,google,0.67,262,175,Netherlands
2016H1,google,0,2,0,Philippines
2016H1,google,0,1,0,Philippines
2016H1,google,0,1,0,Fiji
2016H1,google,0.76,259,196,United States
2016H1,google,0.73,1208,881,United States
2016H1,google,0,5819,0,United States
2016H1,google,0.85,4246,3609,United States
2016H1,google,0.93,266,247,United States
2016H1,google,0.76,8182,6218,United States
2016H1,google,1,7,7,United States
2016H1,google,0.5,16,8,Poland
2016H1,google,0,1,0,Poland
2016H1,google,0.33,481,158,Poland
2016H1,google,0,2,0,South Korea
2016H1,google,0,2,0,South Korea
2016H1,google,0.4,350,140,South Korea
2016H1,google,0,1,0,Indonesia
2016H1,google,0,4,0,Indonesia
2016H1,google,0.33,3,0,Italy
2016H1,google,0,17,0,Italy
2016H1,google,0.38,1089,413,Italy
2016H1,google,0,2,0,Nepal
2016H1,google,0,4,0,Ecuador
2016H1,google,0.67,3,2,United Arab Emirates
2016H1,google,0,1,0,United Arab Emirates
2016H1,google,0,1,0,Ukraine
2016H1,google,0.2,5,1,Ukraine
2016H1,google,1,1,1,Pakistan
2016H1,google,0,7,0,Pakistan
2016H1,google,1,1,1,Sweden
2016H1,google,0,4,0,Sweden
2016H1,google,0.57,81,46,Sweden
2016H1,google,0.5,2,1,Latvia
2016H1,google,0,14,0,Portugal
2016H1,google,0.63,731,460,Portugal
2016H1,google,1,1,1,Austria
2016H1,google,0.43,40,17,Austria
2016H1,google,0,1,0,Dominican Republic
2016H1,google,0.6,173,103,Mexico
2016H2,google,1,1,1,Nigeria
2016H2,google,0.79,38,30,Canada
2016H2,google,0,60,0,Canada
2016H2,google,0.38,16,6,Canada
2016H2,google,0,2,0,Chile
2016H2,google,0.48,204,97,Chile
2016H2,google,0.38,8,3,Colombia
2016H2,google,0,3,0,Colombia
2016H2,google,0,22,0,Colombia
2016H2,google,0.6,5,3,Singapore
2016H2,google,0.24,1080,259,Singapore
2016H2,google,0.59,64,37,Malta
2016H2,google,0,1,0,Georgia
2016H2,google,0,1,0,Macedonia (FYROM)
2016H2,google,1,1,1,Turkey
2016H2,google,0,430,0,Turkey
2016H2,google,0,11,0,Costa Rica
2016H2,google,0.92,13,11,Greece
2016H2,google,0,9,0,Greece
2016H2,google,0.38,65,24,Greece
2016H2,google,0,1,0,Hungary
2016H2,google,0,59,0,Hungary
2016H2,google,0,3,0,Thailand
2016H2,google,0,3,0,Lithuania
2016H2,google,0.43,35,15,Lithuania
2016H2,google,1,1,1,Malaysia
2016H2,google,0,1,0,Malaysia
2016H2,google,0,1,0,Cyprus
2016H2,google,0.5,4,2,Belgium
2016H2,google,0,5,0,Belgium
2016H2,google,0.71,255,181,Belgium
2016H2,google,0,1,0,Russia
2016H2,google,0.15,234,35,Russia
2016H2,google,0,57,0,Slovakia
2016H2,google,1,4,4,Kosovo
2016H2,google,0,5,0,Luxembourg
2016H2,google,0,1,0,Estonia
2016H2,google,0,1,0,Estonia
2016H2,google,0.68,31,21,Estonia
2016H2,google,0,1,0,Lebanon
2016H2,google,0,3,0,Argentina
2016H2,google,0.6,415,249,Argentina
2016H2,google,0.75,40,30,Finland
2016H2,google,0.33,3,0,Serbia
2016H2,google,0,3,0,Serbia
2016H2,google,0,1,0,Cayman Islands
2016H2,google,0.46,28,12,Romania
2016H2,google,0,1,0,Slovenia
2016H2,google,0.29,17,4,Slovenia
2016H2,google,0,1,0,Switzerland
2016H2,google,0,1,0,Switzerland
2016H2,google,0.39,99,38,Switzerland
2016H2,google,0,1,0,Taiwan
2016H2,google,0.53,151,80,Taiwan
2016H2,google,1,1,1,Bangladesh
2016H2,google,0,2,0,Bangladesh
2016H2,google,0.65,72,46,Israel
2016H2,google,0.69,137,94,Israel
2016H2,google,0.5,2,1,Ireland
2016H2,google,0,28,0,Ireland
2016H2,google,0.18,17,3,Ireland
2016H2,google,0,1,0,Bulgaria
2016H2,google,0,2,0,Bulgaria
2016H2,google,0,2,0,Peru
2016H2,google,0,1,0,Senegal
2016H2,google,0,2,0,Bosnia & Herzegovina
2016H2,google,0.69,13,8,Japan
2016H2,google,0,25,0,Japan
2016H2,google,0.88,170,149,Japan
2016H2,google,0.56,18,10,France
2016H2,google,0,2,0,France
2016H2,google,0.63,4757,2996,France
2016H2,google,1,1,1,Spain
2016H2,google,0,8,0,Spain
2016H2,google,0.39,728,283,Spain
2016H2,google,0,1,0,Croatia
2016H2,google,0.6,5,3,New Zealand
2016H2,google,0,1,0,New Zealand
2016H2,google,0.66,29,19,New Zealand
2016H2,google,0,1,0,El Salvador
2016H2,google,0.56,27,15,Germany
2016H2,google,0,14,0,Germany
2016H2,google,0.45,9898,4454,Germany
2016H2,google,0,3,0,Moldova
2016H2,google,0.63,8,5,Australia
2016H2,google,0,74,0,Australia
2016H2,google,0.67,1399,937,Australia
2016H2,google,0,1,0,Hong Kong
2016H2,google,0,1,0,Hong Kong
2016H2,google,0.56,142,79,Hong Kong
2016H2,google,1,1,1,Czechia
2016H2,google,0,6,0,Czechia
2016H2,google,0.62,167,103,Czechia
2016H2,google,0,2,0,Guatemala
2016H2,google,0,1,0,Guatemala
2016H2,google,1,1,1,Brazil
2016H2,google,0,34,0,Brazil
2016H2,google,0.6,1010,606,Brazil
2016H2,google,0,6,0,Norway
2016H2,google,0.82,84,68,Norway
2016H2,google,1,1,1,Denmark
2016H2,google,0,2,0,Denmark
2016H2,google,0.2,50,10,Denmark
2016H2,google,0,1,0,Kenya
2016H2,google,0.82,280,229,United Kingdom
2016H2,google,0,60,0,United Kingdom
2016H2,google,0.7,2897,2027,United Kingdom
2016H2,google,0.22,9,1,India
2016H2,google,0,22,0,India
2016H2,google,0.57,3440,1960,India
2016H2,google,0,1,0,Maldives
2016H2,google,0.86,7,6,Netherlands
2016H2,google,0,24,0,Netherlands
2016H2,google,0.58,224,129,Netherlands
2016H2,google,0,1,0,Philippines
2016H2,google,0,1,0,Philippines
2016H2,google,0.78,392,305,United States
2016H2,google,0.77,1154,888,United States
2016H2,google,0,5717,0,United States
2016H2,google,0.85,4018,3415,United States
2016H2,google,0.94,252,236,United States
2016H2,google,0.76,7855,5969,United States
2016H2,google,0.91,11,10,United States
2016H2,google,0.63,24,15,Poland
2016H2,google,0,3,0,Poland
2016H2,google,0.32,475,152,Poland
2016H2,google,0.33,3,0,South Korea
2016H2,google,0.43,357,153,South Korea
2016H2,google,0,5,0,Indonesia
2016H2,google,0,1,0,Uruguay
2016H2,google,0,1,0,Italy
2016H2,google,0,7,0,Italy
2016H2,google,0.37,1033,382,Italy
2016H2,google,0.33,3,0,United Arab Emirates
2016H2,google,0,1,0,Ukraine
2016H2,google,0.5,4,2,Ukraine
2016H2,google,0,9,0,Pakistan
2016H2,google,1,1,1,Sweden
2016H2,google,0,7,0,Sweden
2016H2,google,0.68,111,75,Sweden
2016H2,google,0,1,0,Latvia
2016H2,google,0,2,0,Latvia
2016H2,google,0,12,0,Portugal
2016H2,google,0.66,610,402,Portugal
2016H2,google,0.43,44,18,Austria
2016H2,google,0,2,0,Mexico
2016H2,google,0.54,177,95,Mexico
2013H1,microsoft,0.98,455,445,Argentina
2013H1,microsoft,1,1219,1219,Australia
2013H1,microsoft,0.89,9,8,Austria
2013H1,microsoft,1,1,1,Belarus
2013H1,microsoft,1,500,500,Belgium
2013H1,microsoft,0.99,1098,1087,Brazil
2013H1,microsoft,1,1,1,British Virgin Islands
2013H1,microsoft,1,2,2,Bulgaria
2013H1,microsoft,0.93,69,64,Canada
2013H1,microsoft,1,204,204,Chile
2013H1,microsoft,1,3,3,China
2013H1,microsoft,0.98,97,95,Colombia
2013H1,microsoft,1,48,48,Costa Rica
2013H1,microsoft,0.88,34,29,Czech Republic
2013H1,microsoft,0.99,107,105,Denmark
2013H1,microsoft,1,7,7,Dominican Republic
2013H1,microsoft,1,17,17,Ecuador
2013H1,microsoft,1,9,9,El Salvador
2013H1,microsoft,1,3,3,Estonia
2013H1,microsoft,1,29,29,Finland
2013H1,microsoft,0.99,4379,4335,France
2013H1,microsoft,1,1,1,French Polynesia
2013H1,microsoft,1,1,1,French Southern Territories
2013H1,microsoft,0.99,5185,5133,Germany
2013H1,microsoft,1,10,10,Greece
2013H1,microsoft,1,597,597,Hong Kong
2013H1,microsoft,0.99,70,69,Hungary
2013H1,microsoft,1,6,6,Iceland
2013H1,microsoft,0.97,278,269,India
2013H1,microsoft,0.83,40,33,Ireland
2013H1,microsoft,0.82,34,27,Israel
2013H1,microsoft,0.97,852,826,Italy
2013H1,microsoft,0.93,476,442,Japan
2013H1,microsoft,0.98,126,123,Korea
2013H1,microsoft,1,1,1,Latvia
2013H1,microsoft,0.67,6,4,Lithuania
2013H1,microsoft,1,55,55,Luxembourg
2013H1,microsoft,1,29,29,Malta
2013H1,microsoft,1,340,340,Mexico
2013H1,microsoft,1,1,1,Moldova
2013H1,microsoft,0.5,2,1,Monaco
2013H1,microsoft,1,411,411,Netherlands
2013H1,microsoft,0.94,34,31,New Zealand
2013H1,microsoft,1,74,74,Norway
2013H1,microsoft,1,10,10,Panama
2013H1,microsoft,1,29,29,Peru
2013H1,microsoft,0.98,55,53,Poland
2013H1,microsoft,1,334,334,Portugal
2013H1,microsoft,1,1,1,Qatar
2013H1,microsoft,1,3,3,Russian Federation
2013H1,microsoft,1,66,66,Singapore
2013H1,microsoft,0.93,15,13,Slovakia
2013H1,microsoft,0.99,927,917,Spain
2013H1,microsoft,0.98,281,275,Sweden
2013H1,microsoft,0.88,43,37,Switzerland
2013H1,microsoft,1,802,802,Taiwan
2013H1,microsoft,1,44,44,Thailand
2013H1,microsoft,1,1,1,Trinidad and Tobago
2013H1,microsoft,1,6226,6226,Turkey
2013H1,microsoft,1,5,5,Ukraine
2013H1,microsoft,0.98,4404,4315,United Kingdom
2013H1,microsoft,0.92,7014,6452,United States
2013H1,microsoft,1,1,1,Uruguay
2013H1,microsoft,0.93,15,13,Venezuala
2013H2,microsoft,0.99,439,434,Argentina
2013H2,microsoft,0.98,1281,1255,Australia
